lsoa,local-authority-code
E01016569,WNM
E01016568,WNM
E01016570,WNM
E01016573,WNM
E01016571,WNM
E01016572,WNM
E01016574,WNM
E01016577,WNM
E01016575,WNM
E01016576,WNM
E01016579,WNM
E01016581,WNM
E01016578,WNM
E01016580,WNM
E01016585,WNM
E01016582,WNM
E01016586,WNM
E01016583,WNM
E01016584,WNM
E01016587,WNM
E01016588,WNM
E01016589,WNM
E01016591,WNM
E01016594,WNM
E01016593,WNM
E01016592,WNM
E01032734,WNM
E01016597,WNM
E01016595,WNM
E01016596,WNM
E01016599,WNM
E01016601,WNM
E01016598,WNM
E01016602,WNM
E01016600,WNM
E01016603,WNM
E01016605,WNM
E01016604,WNM
E01016607,WNM
E01016608,WNM
E01016606,WNM
E01016609,WNM
E01016610,WOK
E01016611,WOK
E01016612,WOK
E01016613,WOK
E01016614,WOK
E01016618,WOK
E01016617,WOK
E01016615,WOK
E01016616,WOK
E01016620,WOK
E01016619,WOK
E01016621,WOK
E01016624,WOK
E01016622,WOK
E01016623,WOK
E01016626,WOK
E01016625,WOK
E01016627,WOK
E01016628,WOK
E01016629,WOK
E01016630,WOK
E01016632,WOK
E01016633,WOK
E01016635,WOK
E01016631,WOK
E01016634,WOK
E01016639,WOK
E01016638,WOK
E01016636,WOK
E01016637,WOK
E01016643,WOK
E01016642,WOK
E01016640,WOK
E01016641,WOK
E01016647,WOK
E01016645,WOK
E01016646,WOK
E01016648,WOK
E01016649,WOK
E01016644,WOK
E01032761,WOK
E01016652,WOK
E01016651,WOK
E01016654,WOK
E01016653,WOK
E01016655,WOK
E01016656,WOK
E01016657,WOK
E01016661,WOK
E01016662,WOK
E01016663,WOK
E01016658,WOK
E01016659,WOK
E01016660,WOK
E01016665,WOK
E01016666,WOK
E01016668,WOK
E01016664,WOK
E01016669,WOK
E01016673,WOK
E01016670,WOK
E01016671,WOK
E01016672,WOK
E01016674,WOK
E01016675,WOK
E01016678,WOK
E01016677,WOK
E01016676,WOK
E01016680,WOK
E01016679,WOK
E01016682,WOK
E01016683,WOK
E01032759,WOK
E01032758,WOK
E01016685,WOK
E01016684,WOK
E01016687,WOK
E01016686,WOK
E01016689,WOK
E01016688,WOK
E01016690,WOK
E01016691,WOK
E01016692,WOK
E01016693,WOK
E01016695,WOK
E01016694,WOK
E01032763,WOK
E01016699,WOK
E01016696,WOK
E01016701,WOK
E01016702,WOK
E01016704,WOK
E01016700,WOK
E01016703,WOK
E01016708,WOK
E01016705,WOK
E01016706,WOK
E01016709,WOK
E01016707,WOK
E01016716,MIK
E01033498,MIK
E01033497,MIK
E01016710,MIK
E01016714,MIK
E01016715,MIK
E01016713,MIK
E01016711,MIK
E01016723,MIK
E01016717,MIK
E01016720,MIK
E01016722,MIK
E01016724,MIK
E01016719,MIK
E01016721,MIK
E01016718,MIK
E01016728,MIK
E01016727,MIK
E01016726,MIK
E01016729,MIK
E01016725,MIK
E01016731,MIK
E01016732,MIK
E01016733,MIK
E01033499,MIK
E01016734,MIK
E01016735,MIK
E01016736,MIK
E01016737,MIK
E01016738,MIK
E01016739,MIK
E01016741,MIK
E01016740,MIK
E01016745,MIK
E01016746,MIK
E01016742,MIK
E01016743,MIK
E01016744,MIK
E01033515,MIK
E01016748,MIK
E01016750,MIK
E01016751,MIK
E01016753,MIK
E01033520,MIK
E01033519,MIK
E01016752,MIK
E01016755,MIK
E01016758,MIK
E01016754,MIK
E01016756,MIK
E01016757,MIK
E01016760,MIK
E01016759,MIK
E01016761,MIK
E01016763,MIK
E01016765,MIK
E01016766,MIK
E01016767,MIK
E01016764,MIK
E01016762,MIK
E01016771,MIK
E01016772,MIK
E01016770,MIK
E01016773,MIK
E01016768,MIK
E01016769,MIK
E01016774,MIK
E01016776,MIK
E01016777,MIK
E01016778,MIK
E01016775,MIK
E01016781,MIK
E01033525,MIK
E01016780,MIK
E01033512,MIK
E01033506,MIK
E01016784,MIK
E01016783,MIK
E01016790,MIK
E01016787,MIK
E01016788,MIK
E01016789,MIK
E01016786,MIK
E01016793,MIK
E01016791,MIK
E01016795,MIK
E01016794,MIK
E01016792,MIK
E01016797,MIK
E01016800,MIK
E01016798,MIK
E01016799,MIK
E01016796,MIK
E01016803,MIK
E01016801,MIK
E01016802,MIK
E01016808,MIK
E01016805,MIK
E01016809,MIK
E01016804,MIK
E01016806,MIK
E01016807,MIK
E01016815,MIK
E01016810,MIK
E01016816,MIK
E01016813,MIK
E01016819,MIK
E01016814,MIK
E01016812,MIK
E01016811,MIK
E01016817,MIK
E01016818,MIK
E01016820,MIK
E01016826,MIK
E01016827,MIK
E01016828,MIK
E01016822,MIK
E01016823,MIK
E01016824,MIK
E01016825,MIK
E01016821,MIK
E01016834,MIK
E01016829,MIK
E01016830,MIK
E01016832,MIK
E01016831,MIK
E01016833,MIK
E01016835,MIK
E01016841,MIK
E01016838,MIK
E01016839,MIK
E01016840,MIK
E01016837,MIK
E01016836,MIK
E01016847,MIK
E01016848,MIK
E01016846,MIK
E01016845,MIK
E01016844,MIK
E01016843,MIK
E01016842,MIK
E01016852,BNH
E01016850,BNH
E01016851,BNH
E01016853,BNH
E01016849,BNH
E01016854,BNH
E01016858,BNH
E01016856,BNH
E01016855,BNH
E01016859,BNH
E01016857,BNH
E01016860,BNH
E01016869,BNH
E01016862,BNH
E01016861,BNH
E01016863,BNH
E01016865,BNH
E01016864,BNH
E01016866,BNH
E01016867,BNH
E01016868,BNH
E01016876,BNH
E01016877,BNH
E01016878,BNH
E01016870,BNH
E01016873,BNH
E01016872,BNH
E01016874,BNH
E01016871,BNH
E01016875,BNH
E01016883,BNH
E01016882,BNH
E01016886,BNH
E01016880,BNH
E01016887,BNH
E01016884,BNH
E01016888,BNH
E01016879,BNH
E01016881,BNH
E01016885,BNH
E01016896,BNH
E01016894,BNH
E01016890,BNH
E01016891,BNH
E01016892,BNH
E01016893,BNH
E01016895,BNH
E01016897,BNH
E01016889,BNH
E01016903,BNH
E01016904,BNH
E01016905,BNH
E01016898,BNH
E01016899,BNH
E01016902,BNH
E01016901,BNH
E01016900,BNH
E01016911,BNH
E01016907,BNH
E01016906,BNH
E01016910,BNH
E01016913,BNH
E01016914,BNH
E01016915,BNH
E01016908,BNH
E01016909,BNH
E01016912,BNH
E01016921,BNH
E01016922,BNH
E01016917,BNH
E01016918,BNH
E01016916,BNH
E01016920,BNH
E01016919,BNH
E01016925,BNH
E01016929,BNH
E01016930,BNH
E01016923,BNH
E01016931,BNH
E01016927,BNH
E01016926,BNH
E01016928,BNH
E01016924,BNH
E01016937,BNH
E01016936,BNH
E01016935,BNH
E01016938,BNH
E01016940,BNH
E01016934,BNH
E01016933,BNH
E01016932,BNH
E01016939,BNH
E01016944,BNH
E01016946,BNH
E01016941,BNH
E01016945,BNH
E01016942,BNH
E01016948,BNH
E01016947,BNH
E01016943,BNH
E01016949,BNH
E01016954,BNH
E01016955,BNH
E01016952,BNH
E01016953,BNH
E01016951,BNH
E01016950,BNH
E01016961,BNH
E01016962,BNH
E01016963,BNH
E01016956,BNH
E01016958,BNH
E01016957,BNH
E01016959,BNH
E01016960,BNH
E01016969,BNH
E01016970,BNH
E01016971,BNH
E01016966,BNH
E01016972,BNH
E01016964,BNH
E01016967,BNH
E01016968,BNH
E01033328,BNH
E01033329,BNH
E01016978,BNH
E01016975,BNH
E01016974,BNH
E01016977,BNH
E01016976,BNH
E01016973,BNH
E01016983,BNH
E01016980,BNH
E01016984,BNH
E01016985,BNH
E01016981,BNH
E01016979,BNH
E01016982,BNH
E01016991,BNH
E01016987,BNH
E01016988,BNH
E01016986,BNH
E01016989,BNH
E01016990,BNH
E01016996,BNH
E01016994,BNH
E01016995,BNH
E01016993,BNH
E01016997,BNH
E01016992,BNH
E01017004,BNH
E01017006,BNH
E01017005,BNH
E01016998,BNH
E01016999,BNH
E01017000,BNH
E01017001,BNH
E01017003,BNH
E01017002,BNH
E01017012,BNH
E01017011,BNH
E01017007,BNH
E01017009,BNH
E01017008,BNH
E01017010,BNH
E01017015,POR
E01017018,POR
E01017019,POR
E01017020,POR
E01017021,POR
E01017014,POR
E01017013,POR
E01017016,POR
E01017017,POR
E01017028,POR
E01017030,POR
E01017023,POR
E01017022,POR
E01017027,POR
E01017026,POR
E01017029,POR
E01017025,POR
E01017024,POR
E01017039,POR
E01033383,POR
E01017034,POR
E01017035,POR
E01017032,POR
E01017040,POR
E01017036,POR
E01017038,POR
E01017037,POR
E01017031,POR
E01017048,POR
E01017045,POR
E01017046,POR
E01017047,POR
E01017049,POR
E01017041,POR
E01017044,POR
E01017043,POR
E01017042,POR
E01017054,POR
E01017055,POR
E01017052,POR
E01017050,POR
E01017051,POR
E01017053,POR
E01017056,POR
E01017057,POR
E01017058,POR
E01017063,POR
E01017061,POR
E01017066,POR
E01017064,POR
E01017059,POR
E01017060,POR
E01017062,POR
E01032604,POR
E01017074,POR
E01017068,POR
E01017067,POR
E01017069,POR
E01017070,POR
E01017072,POR
E01017071,POR
E01017073,POR
E01017075,POR
E01017076,POR
E01017078,POR
E01017077,POR
E01017079,POR
E01017083,POR
E01017081,POR
E01017080,POR
E01017082,POR
E01017091,POR
E01017088,POR
E01017090,POR
E01017084,POR
E01017087,POR
E01017089,POR
E01017085,POR
E01017092,POR
E01017086,POR
E01017097,POR
E01017093,POR
E01017100,POR
E01017096,POR
E01017094,POR
E01017095,POR
E01017098,POR
E01017099,POR
E01017101,POR
E01017104,POR
E01017109,POR
E01017102,POR
E01017111,POR
E01017103,POR
E01017105,POR
E01017106,POR
E01017107,POR
E01017108,POR
E01017110,POR
E01017116,POR
E01017120,POR
E01017119,POR
E01017112,POR
E01017114,POR
E01017115,POR
E01017118,POR
E01017117,POR
E01017113,POR
E01017123,POR
E01017121,POR
E01017124,POR
E01017126,POR
E01017127,POR
E01017122,POR
E01017125,POR
E01033384,POR
E01017128,POR
E01017133,POR
E01017131,POR
E01017130,POR
E01017129,POR
E01017132,POR
E01017135,POR
E01017136,STH
E01017138,STH
E01032755,STH
E01017139,STH
E01017140,STH
E01017142,STH
E01032751,STH
E01032748,STH
E01017137,STH
E01017148,STH
E01017144,STH
E01017150,STH
E01017147,STH
E01017145,STH
E01017146,STH
E01017151,STH
E01017149,STH
E01017152,STH
E01017157,STH
E01017159,STH
E01017158,STH
E01017160,STH
E01017155,STH
E01032750,STH
E01032738,STH
E01017154,STH
E01017156,STH
E01017153,STH
E01017167,STH
E01017168,STH
E01017169,STH
E01017170,STH
E01017165,STH
E01017162,STH
E01017164,STH
E01017166,STH
E01017163,STH
E01017177,STH
E01017171,STH
E01017173,STH
E01017174,STH
E01017172,STH
E01017175,STH
E01017179,STH
E01017176,STH
E01017178,STH
E01017186,STH
E01017188,STH
E01017180,STH
E01017183,STH
E01017187,STH
E01017184,STH
E01017181,STH
E01017185,STH
E01017182,STH
E01017189,STH
E01017190,STH
E01017192,STH
E01017193,STH
E01017195,STH
E01017196,STH
E01017197,STH
E01017191,STH
E01017194,STH
E01017203,STH
E01017204,STH
E01017198,STH
E01017202,STH
E01017206,STH
E01017205,STH
E01017200,STH
E01017199,STH
E01017201,STH
E01017212,STH
E01017213,STH
E01017207,STH
E01017208,STH
E01017209,STH
E01017210,STH
E01017211,STH
E01017215,STH
E01017214,STH
E01017216,STH
E01017218,STH
E01017217,STH
E01017219,STH
E01017220,STH
E01017222,STH
E01017223,STH
E01017224,STH
E01017225,STH
E01017221,STH
E01017228,STH
E01017235,STH
E01017227,STH
E01032753,STH
E01017226,STH
E01017233,STH
E01017231,STH
E01017232,STH
E01017234,STH
E01017237,STH
E01017239,STH
E01017243,STH
E01017241,STH
E01017242,STH
E01017244,STH
E01017238,STH
E01017245,STH
E01017236,STH
E01017240,STH
E01017247,STH
E01017249,STH
E01017251,STH
E01017253,STH
E01017248,STH
E01017254,STH
E01017252,STH
E01017246,STH
E01017250,STH
E01017260,STH
E01017261,STH
E01017263,STH
E01017256,STH
E01017257,STH
E01017259,STH
E01017258,STH
E01017255,STH
E01017262,STH
E01017270,STH
E01017272,STH
E01017265,STH
E01017264,STH
E01017271,STH
E01017266,STH
E01017267,STH
E01032756,STH
E01017277,STH
E01017274,STH
E01017276,STH
E01017275,STH
E01017279,STH
E01017280,STH
E01017281,STH
E01017273,STH
E01017278,STH
E01017283,IOW
E01017282,IOW
E01017284,IOW
E01017285,IOW
E01017286,IOW
E01017287,IOW
E01017289,IOW
E01017288,IOW
E01017290,IOW
E01017291,IOW
E01017293,IOW
E01017292,IOW
E01017294,IOW
E01017295,IOW
E01017296,IOW
E01017297,IOW
E01017299,IOW
E01017298,IOW
E01017300,IOW
E01017301,IOW
E01017302,IOW
E01017304,IOW
E01017303,IOW
E01017305,IOW
E01017306,IOW
E01017307,IOW
E01017308,IOW
E01017309,IOW
E01017310,IOW
E01017311,IOW
E01033239,IOW
E01017312,IOW
E01017315,IOW
E01017316,IOW
E01017317,IOW
E01017318,IOW
E01017319,IOW
E01017320,IOW
E01017321,IOW
E01017322,IOW
E01017323,IOW
E01017324,IOW
E01017326,IOW
E01017325,IOW
E01017327,IOW
E01017328,IOW
E01017329,IOW
E01033229,IOW
E01033237,IOW
E01017331,IOW
E01017332,IOW
E01017333,IOW
E01017334,IOW
E01017336,IOW
E01017335,IOW
E01017337,IOW
E01017338,IOW
E01017340,IOW
E01017339,IOW
E01017342,IOW
E01017341,IOW
E01017343,IOW
E01017344,IOW
E01017345,IOW
E01017346,IOW
E01017347,IOW
E01017348,IOW
E01017349,IOW
E01017350,IOW
E01017352,IOW
E01017351,IOW
E01017354,IOW
E01017353,IOW
E01017356,IOW
E01017355,IOW
E01017358,IOW
E01017357,IOW
E01017360,IOW
E01017359,IOW
E01017361,IOW
E01017362,IOW
E01017364,IOW
E01017363,IOW
E01017365,IOW
E01017366,IOW
E01017368,IOW
E01017367,IOW
E01017369,IOW
E01017370,IOW
E01017372,CBF
E01017373,CBF
E01017375,CBF
E01017371,CBF
E01017374,CBF
E01017378,CBF
E01017376,CBF
E01017377,CBF
E01017379,CBF
E01017380,CBF
E01017383,CBF
E01017381,CBF
E01017382,CBF
E01017385,CBF
E01017386,CBF
E01017384,CBF
E01017387,CBF
E01017388,CBF
E01017389,CBF
E01017390,CBF
E01017392,CBF
E01017391,CBF
E01017393,CBF
E01033194,CBF
E01017394,CBF
E01017397,CBF
E01017398,CBF
E01017399,CBF
E01017400,CBF
E01017402,CBF
E01017401,CBF
E01017405,CBF
E01017404,CBF
E01017407,CBF
E01017403,CBF
E01017406,CBF
E01017408,CBF
E01017409,CBF
E01017410,CBF
E01017411,CBF
E01017412,CBF
E01017415,CBF
E01017413,CBF
E01017414,CBF
E01017416,CBF
E01017417,CBF
E01017418,CBF
E01017421,CBF
E01017420,CBF
E01017419,CBF
E01017423,CBF
E01017424,CBF
E01017422,CBF
E01017425,CBF
E01017427,CBF
E01017428,CBF
E01017429,CBF
E01017426,CBF
E01017431,CBF
E01017432,CBF
E01017430,CBF
E01017436,CBF
E01017433,CBF
E01017434,CBF
E01017435,CBF
E01017441,CBF
E01017439,CBF
E01017440,CBF
E01017437,CBF
E01017438,CBF
E01017443,CBF
E01017444,CBF
E01017442,CBF
E01017445,CBF
E01017446,CBF
E01017449,CBF
E01017447,CBF
E01033188,CBF
E01033189,CBF
E01017450,CBF
E01017452,CBF
E01017451,CBF
E01017458,BDF
E01017453,BDF
E01017455,BDF
E01017457,BDF
E01017456,BDF
E01017454,BDF
E01017460,BDF
E01017461,BDF
E01017463,BDF
E01017459,BDF
E01017462,BDF
E01017465,BDF
E01017464,BDF
E01017471,BDF
E01017469,BDF
E01017470,BDF
E01017467,BDF
E01017466,BDF
E01017468,BDF
E01017474,BDF
E01017476,BDF
E01017475,BDF
E01017472,BDF
E01017477,BDF
E01017473,BDF
E01017478,BDF
E01017481,BDF
E01017479,BDF
E01017480,BDF
E01017484,BDF
E01017483,BDF
E01017482,BDF
E01017485,BDF
E01017486,BDF
E01017487,BDF
E01017493,BDF
E01017490,BDF
E01017492,BDF
E01017488,BDF
E01017489,BDF
E01017491,BDF
E01017496,BDF
E01017495,BDF
E01033432,BDF
E01017501,BDF
E01017499,BDF
E01017502,BDF
E01017500,BDF
E01017498,BDF
E01017497,BDF
E01017504,BDF
E01017503,BDF
E01017508,BDF
E01017507,BDF
E01017505,BDF
E01017506,BDF
E01017512,BDF
E01017509,BDF
E01017510,BDF
E01017511,BDF
E01017517,BDF
E01017513,BDF
E01017514,BDF
E01017516,BDF
E01017515,BDF
E01017523,BDF
E01017522,BDF
E01017519,BDF
E01017521,BDF
E01017518,BDF
E01017520,BDF
E01017527,BDF
E01017526,BDF
E01017524,BDF
E01017525,BDF
E01017528,BDF
E01017533,BDF
E01017529,BDF
E01017532,BDF
E01017531,BDF
E01017530,BDF
E01017534,BDF
E01017537,BDF
E01017536,BDF
E01017539,BDF
E01017535,BDF
E01017538,BDF
E01017540,BDF
E01017541,BDF
E01017543,BDF
E01017542,BDF
E01017545,BDF
E01017544,BDF
E01017547,BDF
E01017546,BDF
E01017550,BDF
E01017549,BDF
E01017548,BDF
E01017552,BDF
E01017551,BDF
E01017553,BDF
E01017554,BDF
E01017557,CBF
E01017555,CBF
E01017556,CBF
E01017558,CBF
E01017559,CBF
E01017560,CBF
E01017561,CBF
E01017562,CBF
E01017563,CBF
E01017564,CBF
E01017567,CBF
E01017566,CBF
E01017565,CBF
E01017569,CBF
E01017570,CBF
E01017568,CBF
E01017571,CBF
E01017572,CBF
E01017575,CBF
E01017573,CBF
E01033193,CBF
E01017576,CBF
E01017577,CBF
E01017580,CBF
E01017581,CBF
E01017579,CBF
E01017578,CBF
E01017584,CBF
E01017582,CBF
E01017585,CBF
E01017583,CBF
E01017586,CBF
E01017587,CBF
E01017588,CBF
E01017591,CBF
E01017590,CBF
E01017589,CBF
E01017592,CBF
E01017594,CBF
E01017593,CBF
E01017597,CBF
E01017595,CBF
E01017596,CBF
E01017598,CBF
E01017599,CBF
E01017600,CBF
E01017601,CBF
E01017602,CBF
E01017603,CBF
E01017604,CBF
E01017605,CBF
E01017607,CBF
E01017608,CBF
E01017606,CBF
E01017609,CBF
E01017611,CBF
E01017614,CBF
E01017610,CBF
E01017612,CBF
E01017613,CBF
E01017615,CBF
E01017616,CBF
E01017618,CBF
E01017619,CBF
E01017617,CBF
E01017622,CBF
E01017620,CBF
E01017621,CBF
E01017625,CBF
E01017626,CBF
E01017624,CBF
E01017623,CBF
E01017632,AYL
E01017627,AYL
E01017629,AYL
E01017628,AYL
E01017631,AYL
E01017630,AYL
E01032961,AYL
E01032955,AYL
E01017634,AYL
E01017639,AYL
E01017635,AYL
E01017636,AYL
E01017637,AYL
E01017638,AYL
E01017640,AYL
E01017641,AYL
E01017642,AYL
E01017643,AYL
E01017644,AYL
E01017647,AYL
E01017646,AYL
E01017645,AYL
E01017649,AYL
E01017650,AYL
E01017648,AYL
E01017651,AYL
E01017652,AYL
E01017653,AYL
E01017654,AYL
E01017655,AYL
E01032962,AYL
E01017658,AYL
E01017657,AYL
E01017661,AYL
E01017660,AYL
E01017663,AYL
E01017662,AYL
E01017659,AYL
E01017664,AYL
E01017667,AYL
E01017665,AYL
E01017668,AYL
E01017666,AYL
E01017669,AYL
E01017670,AYL
E01017672,AYL
E01017671,AYL
E01017674,AYL
E01017673,AYL
E01017676,AYL
E01017679,AYL
E01017677,AYL
E01017680,AYL
E01017675,AYL
E01017678,AYL
E01017684,AYL
E01017683,AYL
E01017682,AYL
E01017681,AYL
E01032960,AYL
E01017690,AYL
E01017691,AYL
E01017689,AYL
E01017692,AYL
E01017688,AYL
E01017687,AYL
E01017694,AYL
E01017693,AYL
E01017696,AYL
E01017695,AYL
E01017697,AYL
E01017700,AYL
E01017698,AYL
E01017699,AYL
E01017701,AYL
E01017702,AYL
E01017704,AYL
E01017703,AYL
E01017708,AYL
E01017705,AYL
E01017706,AYL
E01017707,AYL
E01017711,AYL
E01017712,AYL
E01017709,AYL
E01017710,AYL
E01017714,AYL
E01017713,AYL
E01017715,AYL
E01017716,AYL
E01017718,AYL
E01017717,AYL
E01017720,AYL
E01017719,AYL
E01017722,AYL
E01017721,AYL
E01017723,AYL
E01017724,AYL
E01032958,AYL
E01017728,AYL
E01017729,AYL
E01017726,AYL
E01017730,AYL
E01017727,AYL
E01017731,AYL
E01017732,AYL
E01017733,AYL
E01017734,AYL
E01017735,AYL
E01017738,AYL
E01017737,AYL
E01017736,AYL
E01017739,CHN
E01017740,CHN
E01017743,CHN
E01017741,CHN
E01017742,CHN
E01017745,CHN
E01017744,CHN
E01017746,CHN
E01017747,CHN
E01017749,CHN
E01017748,CHN
E01017750,CHN
E01017751,CHN
E01017752,CHN
E01017753,CHN
E01017754,CHN
E01017755,CHN
E01017756,CHN
E01017758,CHN
E01017757,CHN
E01017760,CHN
E01017759,CHN
E01017761,CHN
E01017762,CHN
E01017765,CHN
E01017763,CHN
E01017764,CHN
E01017766,CHN
E01017767,CHN
E01017768,CHN
E01017771,CHN
E01017770,CHN
E01017769,CHN
E01017773,CHN
E01017774,CHN
E01032609,CHN
E01017776,CHN
E01017777,CHN
E01017775,CHN
E01017779,CHN
E01017778,CHN
E01017780,CHN
E01017781,CHN
E01017783,CHN
E01017784,CHN
E01017782,CHN
E01017786,CHN
E01017785,CHN
E01017787,CHN
E01017788,CHN
E01017790,CHN
E01017789,CHN
E01017793,CHN
E01017791,CHN
E01017792,CHN
E01017794,CHN
E01017795,CHN
E01017798,SBU
E01017796,SBU
E01017797,SBU
E01017800,SBU
E01017799,SBU
E01017802,SBU
E01017801,SBU
E01017803,SBU
E01017805,SBU
E01017804,SBU
E01017806,SBU
E01017808,SBU
E01017807,SBU
E01017809,SBU
E01017810,SBU
E01017811,SBU
E01017812,SBU
E01017813,SBU
E01017814,SBU
E01017816,SBU
E01017817,SBU
E01017815,SBU
E01017818,SBU
E01017819,SBU
E01017820,SBU
E01017821,SBU
E01017822,SBU
E01017823,SBU
E01017825,SBU
E01017826,SBU
E01017824,SBU
E01017828,SBU
E01017827,SBU
E01017829,SBU
E01017832,SBU
E01017830,SBU
E01017831,SBU
E01017833,SBU
E01017834,SBU
E01017835,SBU
E01017841,WYO
E01017837,WYO
E01017836,WYO
E01017839,WYO
E01017838,WYO
E01017840,WYO
E01017842,WYO
E01017844,WYO
E01017845,WYO
E01017843,WYO
E01017849,WYO
E01017847,WYO
E01017848,WYO
E01017846,WYO
E01017850,WYO
E01017851,WYO
E01017852,WYO
E01017855,WYO
E01017856,WYO
E01017854,WYO
E01017853,WYO
E01017857,WYO
E01017858,WYO
E01017860,WYO
E01017859,WYO
E01017861,WYO
E01017863,WYO
E01017862,WYO
E01017867,WYO
E01017868,WYO
E01017865,WYO
E01017864,WYO
E01017866,WYO
E01017874,WYO
E01017871,WYO
E01017869,WYO
E01017870,WYO
E01017872,WYO
E01017873,WYO
E01017875,WYO
E01017876,WYO
E01017877,WYO
E01017878,WYO
E01017881,WYO
E01017880,WYO
E01032610,WYO
E01017883,WYO
E01017882,WYO
E01017884,WYO
E01017886,WYO
E01017885,WYO
E01017888,WYO
E01017887,WYO
E01017894,WYO
E01017889,WYO
E01017891,WYO
E01017893,WYO
E01017892,WYO
E01017890,WYO
E01017895,WYO
E01017898,WYO
E01017897,WYO
E01017896,WYO
E01017902,WYO
E01017899,WYO
E01017900,WYO
E01017901,WYO
E01017904,WYO
E01017905,WYO
E01017906,WYO
E01017903,WYO
E01017907,WYO
E01017910,WYO
E01017908,WYO
E01017909,WYO
E01017914,WYO
E01017911,WYO
E01017912,WYO
E01017913,WYO
E01017916,WYO
E01017915,WYO
E01017917,WYO
E01017918,WYO
E01017919,WYO
E01017924,WYO
E01017921,WYO
E01017920,WYO
E01017922,WYO
E01017923,WYO
E01017925,WYO
E01017927,WYO
E01017928,WYO
E01017926,WYO
E01017933,WYO
E01017929,WYO
E01017932,WYO
E01017930,WYO
E01017931,WYO
E01017935,WYO
E01017936,WYO
E01017934,WYO
E01017938,WYO
E01017939,WYO
E01017942,WYO
E01017941,WYO
E01017937,WYO
E01017940,WYO
E01017945,CAB
E01017943,CAB
E01017947,CAB
E01017944,CAB
E01017948,CAB
E01017946,CAB
E01017954,CAB
E01017953,CAB
E01017949,CAB
E01017950,CAB
E01017952,CAB
E01017951,CAB
E01017958,CAB
E01017957,CAB
E01017956,CAB
E01017955,CAB
E01017962,CAB
E01017961,CAB
E01017963,CAB
E01017960,CAB
E01017959,CAB
E01017964,CAB
E01017969,CAB
E01017968,CAB
E01017965,CAB
E01017966,CAB
E01017967,CAB
E01032802,CAB
E01017973,CAB
E01017971,CAB
E01017972,CAB
E01032792,CAB
E01017974,CAB
E01017975,CAB
E01017976,CAB
E01017978,CAB
E01017980,CAB
E01017977,CAB
E01017979,CAB
E01017983,CAB
E01032797,CAB
E01017985,CAB
E01017986,CAB
E01017984,CAB
E01017990,CAB
E01017989,CAB
E01017991,CAB
E01017988,CAB
E01017987,CAB
E01017994,CAB
E01017993,CAB
E01017995,CAB
E01017992,CAB
E01017996,CAB
E01017998,CAB
E01017999,CAB
E01018001,CAB
E01017997,CAB
E01018000,CAB
E01018005,CAB
E01032794,CAB
E01018002,CAB
E01018003,CAB
E01018010,CAB
E01018006,CAB
E01018007,CAB
E01018009,CAB
E01018008,CAB
E01018012,ECA
E01018011,ECA
E01018015,ECA
E01018013,ECA
E01018014,ECA
E01018016,ECA
E01032611,ECA
E01018017,ECA
E01018019,ECA
E01018020,ECA
E01018021,ECA
E01018022,ECA
E01018023,ECA
E01018024,ECA
E01018025,ECA
E01018026,ECA
E01018029,ECA
E01018027,ECA
E01033430,ECA
E01018030,ECA
E01033428,ECA
E01018032,ECA
E01018033,ECA
E01018035,ECA
E01018034,ECA
E01018036,ECA
E01018037,ECA
E01018038,ECA
E01018039,ECA
E01018041,ECA
E01018040,ECA
E01018042,ECA
E01018043,ECA
E01018044,ECA
E01018046,ECA
E01018045,ECA
E01033429,ECA
E01018047,ECA
E01018052,ECA
E01018051,ECA
E01018050,ECA
E01018049,ECA
E01018054,ECA
E01018053,ECA
E01018056,ECA
E01018055,ECA
E01018057,ECA
E01018058,FEN
E01018060,FEN
E01018061,FEN
E01018059,FEN
E01018062,FEN
E01018063,FEN
E01018064,FEN
E01018065,FEN
E01018067,FEN
E01018066,FEN
E01018068,FEN
E01018069,FEN
E01018071,FEN
E01018070,FEN
E01018072,FEN
E01018073,FEN
E01018074,FEN
E01018075,FEN
E01018076,FEN
E01018077,FEN
E01018078,FEN
E01018080,FEN
E01018079,FEN
E01018081,FEN
E01018083,FEN
E01018084,FEN
E01018082,FEN
E01018088,FEN
E01018086,FEN
E01018087,FEN
E01018085,FEN
E01033111,FEN
E01033112,FEN
E01018090,FEN
E01018092,FEN
E01018091,FEN
E01018093,FEN
E01018094,FEN
E01018096,FEN
E01018097,FEN
E01018095,FEN
E01018098,FEN
E01018099,FEN
E01018100,FEN
E01018101,FEN
E01018102,FEN
E01018104,FEN
E01018103,FEN
E01018105,FEN
E01018106,FEN
E01018109,FEN
E01018107,FEN
E01018108,FEN
E01018110,FEN
E01018111,FEN
E01033433,HUN
E01018113,HUN
E01018117,HUN
E01018118,HUN
E01018116,HUN
E01018115,HUN
E01018120,HUN
E01018119,HUN
E01018124,HUN
E01018123,HUN
E01018121,HUN
E01018122,HUN
E01018126,HUN
E01018125,HUN
E01018127,HUN
E01018128,HUN
E01018129,HUN
E01018130,HUN
E01018134,HUN
E01018133,HUN
E01018132,HUN
E01018131,HUN
E01018136,HUN
E01018137,HUN
E01018135,HUN
E01018139,HUN
E01018141,HUN
E01018142,HUN
E01018140,HUN
E01018143,HUN
E01018138,HUN
E01018146,HUN
E01018147,HUN
E01018145,HUN
E01018144,HUN
E01018149,HUN
E01018150,HUN
